Name,Price,Size,Number of beds,Number of bathrooms,Type,Furnished Status,Location,District,State,Facilities,Public transport
"Bellisa Court, Georgetown, Penang","3,000","1,420",3,2,Condominium,Partially Furnished,"Lorong Leandros, Off Jalan Burma, 10250 Georgetown, Penang",Georgetown,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Jogging Track, Tennis Court, Squash Court",False
"Gombak, Kuala Lumpur","1,000",900,3,1,Townhouse,Not Furnished,,,,Parking,False
"Dengkil, Selangor","2,000","1,545",3,3,2-storey Terraced House,Partially Furnished,,,,"Parking, Security, Playground, Jogging Track",False
"Seremban, Negeri Sembilan","1,000","1,700",4,2,1-storey Terraced House,Partially Furnished,,,,"Parking, Security, Playground, Minimart, Jogging Track",False
"Apartment Kelisa Ria, Kajang, Selangor",650,650,3,2,Apartment,Not Furnished,"Jalan Kelisa 1, Kampung Sungai Tangkas, 43000 Kajang, Selangor",Kajang,Selangor,"Parking, Security, Playground",False
"Sri Saujana (Georgetown), Georgetown, Penang","1,000",500,3,1,Apartment,Fully Furnished,"Off Gat Lebuh Macallum, 10300 Georgetown, Penang",Georgetown,Penang,"Parking, Security, Lift, Minimart, Multipurpose hall, Jogging Track",False
"Alma, Penang","2,000","2,408",4,3,Semi-Detached House,Fully Furnished,,,,"Parking, Lift, Playground",False
"Taman Sri Sentosa, Old Klang Road, Kuala Lumpur",900,700,3,2,Apartment,Partially Furnished,"Jalan Klang Lama (Old Klang Road), 58000 Old Klang Road, Kuala Lumpur",Old Klang Road,Kuala Lumpur,,False
"Gemas, Negeri Sembilan",600,178,4,2,1-storey Terraced House,Not Furnished,,,,Parking,False
"Kuantan, Pahang","1,300","2,000",4,3,Terraced House,Not Furnished,,,,"Parking, Playground, Minimart, Jogging Track",False
"Sunway Belfield, KL City, Kuala Lumpur","5,000","1,216",3,3,Service Residence,Fully Furnished,"Jalan Belfield, Kampung Attap, 50460 KL City, Kuala Lumpur",KL City,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Seremban 2, Negeri Sembilan","1,000",975,3,2,1-storey Terraced House,Not Furnished,,,,,False
"Presint 11 Apartment, Putrajaya, Putrajaya",900,"1,000",3,2,Apartment,Not Furnished,"Jalan Presint P11B, Presint 11, Off Lebuh Sentosa, 62300 Putrajaya, Putrajaya",Putrajaya,Putrajaya,"Parking, Lift",False
"Lunas, Kedah","1,400","3,850",3,2,Semi-Detached House,Fully Furnished,,,,"Parking, Playground, Jogging Track",False
"Alor Gajah, Melaka",680,"1,200",3,2,Townhouse,Partially Furnished,,,,,False
"Puncak Alam, Selangor","1,300",720,3,2,Others,Fully Furnished,,,,"Parking, Security, Minimart",False
"Gala City Residences, Kuching, Sarawak","3,600",916,2,2,Condominium,Fully Furnished,"Jalan Tun Jugah, Kempas Heights, 93350 Kuching, Sarawak",Kuching,Sarawak,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Minimart, Multipurpose hall, Jogging Track",False
"Royal Strand @ Country Garden Danga Bay, Johor Bahru, Johor","2,950","1,000",3,3,Condominium,Fully Furnished,"Persiaran Danga Perdana, Danga Bay, 80200 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Gold Coast, Bayan Lepas, Penang","2,000","1,184",3,2,Condominium,Fully Furnished,"Persiaran Bayan Indah, Pantai Jerejak, 11900 Bayan Lepas, Penang",Bayan Lepas,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Tennis Court, Squash Court",False
"Rawang, Selangor","1,600","1,500",3,3,2-storey Terraced House,Partially Furnished,,,,"Parking, Security, Playground",False
"Durian Tunggal, Melaka","2,500","3,200",5,5,Bungalow House,Not Furnished,,,,"Security, Playground",False
"Pasir Panjang, Negeri Sembilan",800,"1,679",3,3,2-storey Terraced House,Not Furnished,,,,"Parking, Playground, Multipurpose hall",False
"Royal Strand @ Country Garden Danga Bay, Johor Bahru, Johor","2,800","1,200",3,3,Condominium,Fully Furnished,"Persiaran Danga Perdana, Danga Bay, 80200 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Platinum OUG Residence, OUG, Kuala Lumpur","1,350","1,200",3,2,Apartment,Partially Furnished,"Jalan 1/152, Bukit OUG, 58200 OUG, Kuala Lumpur",OUG,Kuala Lumpur,"Parking, Security, Lift, Playground, Multipurpose hall, Tennis Court",False
"Prima Indah (The Armanna), Shah Alam, Selangor","1,847","1,023",3,2,Condominium,Partially Furnished,"Persiaran Kemuning Prima, 40460 Shah Alam, Selangor",Shah Alam,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Lovell @ Country Garden Danga Bay, Johor Bahru, Johor","2,800","1,000",3,3,Condominium,Fully Furnished,"Persiaran Danga Perdana, Country Garden Danga Bay, 80200 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Lift, Swimming Pool, Gymnasium, Barbeque area",False
"Bagan Serai, Perak",600,"1,400",3,2,Terraced House,Not Furnished,,,,,False
"Desa Mentari Flat (Block 5), Petaling Jaya, Selangor",750,650,3,2,Flat,Partially Furnished,"Jalan PJS 6/5a, PJS 6, 46000 Petaling Jaya, Selangor",Petaling Jaya,Selangor,,False
"Zentro Residences, Puchong, Selangor","4,000",969,3,2,Service Residence,Fully Furnished,"Jalan Sierra 10/1, Bandar 16 Sierra, 47110 Puchong, Selangor",Puchong,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Kings Bay @ Country Garden Danga Bay, Johor Bahru, Johor","2,200",850,2,2,Condominium,Fully Furnished,"Persiaran Danga Perdana, Danga Bay, 80200 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Sri Saujana (Georgetown), Georgetown, Penang","1,000",700,3,2,Apartment,Partially Furnished,"Off Gat Lebuh Macallum, 10300 Georgetown, Penang",Georgetown,Penang,"Parking, Security, Lift, Minimart, Multipurpose hall, Jogging Track",False
"Flat Pandan Jaya, Pandan Jaya, Kuala Lumpur","1,100",450,2,1,Flat,Not Furnished,"Off Jalan Pandan 1, 55100 Pandan Jaya, Kuala Lumpur",Pandan Jaya,Kuala Lumpur,,False
"M City, KL City, Kuala Lumpur","1,900",800,1,1,Apartment,Fully Furnished,"Jalan Ampang, Kampung Berembang, 50450 KL City, Kuala Lumpur",KL City,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Taman Bagan, Butterworth, Penang",747,517,2,1,Flat,Partially Furnished,"Off Jalan Bagan 21, Taman Bagan, 13400 Butterworth, Penang",Butterworth,Penang,"Parking, Playground",False
"Pasir Mas, Kelantan",500,"1,000",3,1,1-storey Terraced House,Not Furnished,,,,Parking,False
"KK Suites, Kota Kinabalu, Sabah","2,800",692,1,1,Others,Fully Furnished,"Jalan Gaya, 88000 Kota Kinabalu, Sabah",Kota Kinabalu,Sabah,,False
"Langkawi, Kedah",750,900,3,1,Terraced House,Partially Furnished,,,,"Parking, Playground",False
"Orange BM, Bukit Mertajam, Penang","1,197",813,3,2,Condominium,Partially Furnished,"Jalan Song Ban Kheng, Taman Bukit Kecil, 14000 Bukit Mertajam, Penang",Bukit Mertajam,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Ipoh, Perak",650,"1,080",3,1,Terraced House,Not Furnished,,,,,False
"Midhills, Genting Highlands, Pahang","1,500",550,1,1,Service Residence,Fully Furnished,"Jalan Meranti, 69000 Genting Highlands, Pahang",Genting Highlands,Pahang,"Parking, Security, Swimming Pool, Gymnasium, Barbeque area, Jogging Track",False
"Mirage By The Lake, Cyberjaya, Selangor","2,500","1,009",2,2,Condominium,Fully Furnished,"Jalan Sri Tasik Barat 1, 63000 Cyberjaya, Selangor",Cyberjaya,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Bukit Permata, Lumut, Perak",650,800,3,2,Apartment,Fully Furnished,"Off Jalan Teluk Muruh, Bukit Permata, 32200 Lumut, Perak",Lumut,Perak,"Parking, Security, Lift, Swimming Pool, Playground, Jogging Track",False
"Seri Nuang Apartment, Shah Alam, Selangor","1,200",900,3,2,Apartment,Partially Furnished,"Jalan Gunung Nuang U11/37, Bukit Bandaraya, 40170 Shah Alam, Selangor",Shah Alam,Selangor,"Parking, Security, Lift, Playground",False
"BM City Suites @ BM City Mall, Bukit Mertajam, Penang","1,300",700,2,2,Condominium,Fully Furnished,"Jalan Perda Selatan, Bandar Baru Perda, 14000 Bukit Mertajam, Penang",Bukit Mertajam,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Ipoh, Perak",700,143,3,2,Terraced House,Partially Furnished,,,,Parking,False
"Pavilion Residences, Bukit Bintang, Kuala Lumpur","5,800","1,307",2,2,Condominium,Fully Furnished,"Jalan Raja Chulan, 50200 Bukit Bintang, Kuala Lumpur",Bukit Bintang,Kuala Lumpur,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area",False
"Vista Shop Apartment (Damansara Damai), Damansara Damai, Selangor",900,650,3,2,Apartment,Not Furnished,"Jalan PJU 10/3, Damansara Damai, 47830 Damansara Damai, Selangor",Damansara Damai,Selangor,"Parking, Minimart",False
"Grand Medini, Iskandar Puteri, Johor","1,700",474,1,1,Condominium,Fully Furnished,"Jalan Medini Utara 8, Medini Iskandar Malaysia, 79250 Iskandar Puteri, Johor",Iskandar Puteri,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Jogging Track",False
"Iskandar Puteri, Johor","1,900","1,170",4,3,2-storey Terraced House,Partially Furnished,,,,,False
"Cubic Botanical, Bangsar South, Kuala Lumpur","2,400",600,2,1,Service Residence,Fully Furnished,"Jalan Pantai Sentral 3, Kampung Pantai, 59200 Bangsar South, Kuala Lumpur",Bangsar South,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Bandar Sri Sendayan, Negeri Sembilan","1,200","1,200",3,2,1-storey Terraced House,Partially Furnished,,,,"Parking, Security, Jogging Track",False
"Kuching, Sarawak","1,900","1,000",3,2,Semi-Detached House,Partially Furnished,,,,,False
"Tawau, Sabah",750,"1,920",3,2,1-storey Terraced House,Not Furnished,,,,"Parking, Playground",False
"Section 2, Wangsa Maju, Kuala Lumpur",950,650,2,1,Flat,Partially Furnished,"Seksyen 2, Wangsa Maju, 53300 Wangsa Maju, Kuala Lumpur",Wangsa Maju,Kuala Lumpur,"Parking, Playground, Minimart",False
"Seremban 2, Negeri Sembilan","1,900","1,800",4,4,2-storey Terraced House,Fully Furnished,,,,"Security, Playground",False
"Dwiputra Residences, Putrajaya, Putrajaya","2,000",900,3,2,Condominium,Partially Furnished,"Off Jalan P15H, Lebuh Perdana Timur, Presint 15, 62050 Putrajaya, Putrajaya",Putrajaya,Putrajaya,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"SummerSkye Residences, Bayan Lepas, Penang","1,550",900,2,2,Condominium,Fully Furnished,"Jalan Sungai Tiram 8, Off Jalan Tun Dr Awang, 11900 Bayan Lepas, Penang",Bayan Lepas,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall, Jogging Track, Squash Court",False
"Suasana Sentral Loft, KL Sentral, Kuala Lumpur","4,000","1,496",3,2,Condominium,Fully Furnished,"Jalan Stesen Sentral 5, 50470 KL Sentral, Kuala Lumpur",KL Sentral,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area",False
"M Arisa, Sentul, Kuala Lumpur","2,200","1,025",4,2,Condominium,Partially Furnished,"Jalan Sentul Pasar, Sentul Pasar, 51000 Sentul, Kuala Lumpur",Sentul,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Flora Rosa, Putrajaya, Putrajaya","2,197","1,300",3,3,Condominium,Partially Furnished,"Jalan P11J, Presint 11, 62300 Putrajaya, Putrajaya",Putrajaya,Putrajaya,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Jogging Track",False
"Seri Cendakia Flat, Cheras, Kuala Lumpur",700,484,2,1,Flat,Not Furnished,,,,,False
"Kulim, Kedah","1,400","3,850",3,2,Semi-Detached House,Fully Furnished,,,,"Parking, Playground, Jogging Track",False
"Tumpat, Kelantan","1,300","1,600",3,2,Bungalow House,Partially Furnished,,,,"Parking, Playground, Barbeque area",False
"Anggerik Apartment @ Putra Perdana, Puchong, Selangor",650,700,3,2,Apartment,Partially Furnished,"Jalan Putra Perdana 1A, Taman Putra Perdana, 47100 Puchong, Selangor",Puchong,Selangor,Parking,False
"Pengerang, Johor","1,400","1,962",4,3,2-storey Terraced House,Fully Furnished,,,,"Parking, Security, Playground",False
"D' Secret Garden, Johor Bahru, Johor","1,500",520,1,1,Service Residence,Fully Furnished,"Jalan Kempas Indah, Taman Kempas Indah, 81300 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Sky Gardens Residences, Johor Bahru, Johor","2,300",967,3,2,Service Residence,Fully Furnished,"Jalan Setia Tropika 1/19, Setia Tropika, 81200 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area",False
"Seri Maya, Setiawangsa, Kuala Lumpur","2,500","1,290",3,2,Condominium,Partially Furnished,"Jalan Jelatek, Off Jalan Ampang, 54200 Setiawangsa, Kuala Lumpur",Setiawangsa,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Mutiara Heights, Jelutong, Penang","1,300",850,3,2,Apartment,Not Furnished,"2A & 2B, Lintang Hajjah Rehmah, 11600 Jelutong, Penang",Jelutong,Penang,"Parking, Security, Swimming Pool, Playground, Gymnasium, Minimart",False
"Royale Infinity, Simpang Ampat, Penang","1,500","1,200",3,2,Condominium,Fully Furnished,"Lorong Lembah Indah 1, 14100 Simpang Ampat, Penang",Simpang Ampat,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Club house, Jogging Track",False
"Garden Plaza @ Cyberjaya, Cyberjaya, Selangor","1,400",700,2,2,Service Residence,Fully Furnished,"Persiaran Harmoni, Cyber 3, 62000 Cyberjaya, Selangor",Cyberjaya,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Univ 360 Place, Seri Kembangan, Selangor","2,000",700,2,2,Condominium,Fully Furnished,"Jalan Raya 2, Taman Serdang Jaya, 43300 Seri Kembangan, Selangor",Seri Kembangan,Selangor,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna",False
"Chymes @ Gurney, Keramat, Kuala Lumpur","2,450",995,2,2,Condominium,Partially Furnished,"Jalan Gurney, Kampung Datuk Keramat, 54000 Keramat, Kuala Lumpur",Keramat,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Residensi Emas, Kajang, Selangor","1,300",970,4,3,Condominium,Partially Furnished,,,,,False
"Paragon Residences @ Straits View, Johor Bahru, Johor","2,000",753,2,2,Condominium,Fully Furnished,"Jalan Tengku Puteri 1, Straits View, 80200 Johor Bahru, Johor",Johor Bahru,Johor,"Security, Swimming Pool, Playground, Barbeque area, Jogging Track, Tennis Court",False
"Stonor 3 @ KLCC, KLCC, Kuala Lumpur","4,000",871,2,2,Service Residence,Fully Furnished,"Lorong Stonor, Off Persiaran Stonor, 50450 KLCC, Kuala Lumpur",KLCC,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Paloh Garden Apartment, Kota Bharu, Kelantan","1,500","1,200",3,2,Service Residence,Fully Furnished,"Jalan Atas Paloh, 15000 Kota Bharu, Kelantan",Kota Bharu,Kelantan,"Parking, Security, Lift",False
"Marina View Villas, Port Dickson, Negeri Sembilan",650,800,2,2,Apartment,Not Furnished,"Jalan Pantai, Kampung Baharu, 71050 Port Dickson, Negeri Sembilan",Port Dickson,Negeri Sembilan,"Parking, Security, Lift, Swimming Pool, Playground, Jogging Track",False
"Kondominium Fajaria , Bangsar, Kuala Lumpur","2,500","1,173",3,2,Condominium,Fully Furnished,"Jalan Pantai Baharu, Taman Bukit Pantai, 59200 Bangsar, Kuala Lumpur",Bangsar,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Southbank Residence, Old Klang Road, Kuala Lumpur","2,700",978,3,2,Service Residence,Fully Furnished,"No. 187 & 175, Jalan Klang Lama, 58100 Old Klang Road, Kuala Lumpur",Old Klang Road,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Gymnasium, Barbeque area",False
"Residensi Mutiara, Kajang, Selangor","1,350",930,4,3,Condominium,Partially Furnished,"Jalan Zamrud Utama, Off Jalan Kajang Villa, 43000 Kajang, Selangor",Kajang,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Taman Pulai Utama @ Shop Apartment, Skudai, Johor","1,200",750,3,2,Flat,Partially Furnished,"Jalan Pulai 44, Taman Pulai Utama, 81300 Skudai, Johor",Skudai,Johor,"Parking, Minimart",False
"PR1MA Seremban Sentral, Seremban, Negeri Sembilan","1,100","1,033",3,2,Apartment,Partially Furnished,"Jalan Rasah, Bukit Rasah, 70300 Seremban, Negeri Sembilan",Seremban,Negeri Sembilan,"Parking, Security, Lift, Playground, Gymnasium, Multipurpose hall",False
"Paloh Garden Apartment, Kota Bharu, Kelantan","1,600","1,200",4,2,Service Residence,Partially Furnished,"Jalan Atas Paloh, 15000 Kota Bharu, Kelantan",Kota Bharu,Kelantan,"Parking, Security, Lift",False
"Skyview Residence, Jelutong, Penang","2,200","1,250",4,2,Condominium,Partially Furnished,"Lintang Penawar 3, Taman Ara, 11600 Jelutong, Penang",Jelutong,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Maytower, KL City, Kuala Lumpur","1,400",439,1,1,Service Residence,Fully Furnished,"No.7, Jalan Munshi Abdullah, 50100 KL City, Kuala Lumpur",KL City,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Alma, Penang","1,800","2,002",4,3,Semi-Detached House,Not Furnished,,,,,False
"Kuching, Sarawak","1,000","1,000",3,2,1-storey Terraced House,Partially Furnished,,,,,False
"Masai, Johor","1,700","1,500",4,3,1.5-storey Terraced House,Not Furnished,,,,Parking,False
"Taman Millennium Sentosa, Klang, Selangor",650,805,2,2,Apartment,Not Furnished,"Jalan Hulubalang 37, Taman Sentosa,, 41000 Klang, Selangor",Klang,Selangor,,False
"I-Santorini, Tanjong Tokong, Penang","1,600",900,3,2,Condominium,Partially Furnished,"Jalan Seri Tanjung Pinang 1, Seri Tanjung Pinang, 10470 Tanjong Tokong, Penang",Tanjong Tokong,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court",False
"Suasana Sentral Loft, KL Sentral, Kuala Lumpur","4,000","1,562",2,2,Condominium,Fully Furnished,"Jalan Stesen Sentral 5, 50470 KL Sentral, Kuala Lumpur",KL Sentral,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Ipoh, Perak","1,100","1,170",4,2,2-storey Terraced House,Fully Furnished,,,,"Parking, Playground, Jogging Track",False
"Bangi, Selangor","1,400","1,045",3,3,Others,Partially Furnished,,,,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Ayer Keroh, Melaka","1,800","1,540",4,4,2-storey Terraced House,Fully Furnished,,,,"Parking, Security, Swimming Pool, Playground, Gymnasium",False
"Pasir Gudang, Johor","1,800","1,540",4,3,2-storey Terraced House,Partially Furnished,,,,"Parking, Security, Playground",False
"The Ryegates, Kuching, Sarawak","2,800","1,270",3,2,Condominium,Fully Furnished,"Jalan Lapangan Terbang, Taman BDC, 93250 Kuching, Sarawak",Kuching,Sarawak,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"DK Impian, Shah Alam, Selangor","1,250",420,1,1,Service Residence,Fully Furnished,"Jalan Uranus U5/125, Subang Pelangi, 40150 Shah Alam, Selangor",Shah Alam,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"The Navens, Bukit Mertajam, Bukit Mertajam, Penang","1,700","1,175",3,2,Condominium,Fully Furnished,"Jalan Pinggiran Machang Bubok, 14020 Bukit Mertajam, Penang",Bukit Mertajam,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Seremban, Negeri Sembilan","1,500","1,650",4,3,2-storey Terraced House,Partially Furnished,,,,"Parking, Playground, Minimart",False
"Alinea Suites @ Shah Alam, Shah Alam, Selangor","1,600",450,1,1,Service Residence,Fully Furnished,"No. 1, Presint 2.8, Jalan Perdagangan, Jalan 14/4, Seksyen 14, 40000 Shah Alam, Selangor",Shah Alam,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Iskandar Residences Medini, Iskandar Puteri, Johor","2,300","1,055",2,2,Condominium,Fully Furnished,"Persiaran Medini Utara 3, Medini Iskandar Malaysia, 79250 Iskandar Puteri, Johor",Iskandar Puteri,Johor,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area",False
"Johor Bahru, Johor","1,100",900,3,2,Others,Partially Furnished,,,,"Parking, Security",False
"Kenanga Apartment, Selayang, Selangor",900,731,3,2,Apartment,Partially Furnished,"Jalan 3/1B, Bandar Baru Selayang, 68100 Selayang, Selangor",Selayang,Selangor,Parking,False
"Titiwangsa Sentral, Titiwangsa, Kuala Lumpur","1,800",550,2,1,Condominium,Fully Furnished,"Jalan Cemur, Titiwangsa Sentral, 50400 Titiwangsa, Kuala Lumpur",Titiwangsa,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"One Sentral Serviced Residence, Iskandar Puteri, Johor","1,300",500,1,1,Service Residence,Fully Furnished,"Jalan Sentral 1, Taman Nusa Sentral, 79100 Iskandar Puteri, Johor",Iskandar Puteri,Johor,"Parking, Security, Swimming Pool, Gymnasium, Sauna, Minimart",False
"Titiwangsa Sentral, Titiwangsa, Kuala Lumpur","2,400","1,100",3,2,Condominium,Fully Furnished,"Jalan Cemur, Titiwangsa Sentral, 50400 Titiwangsa, Kuala Lumpur",Titiwangsa,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Taman Kajang Sentral Apartment, Kajang, Selangor",700,755,3,2,Flat,Not Furnished,"Jalan TKS 5, Taman Kajang Sentral, 43000 Kajang, Selangor",Kajang,Selangor,,False
"Iris Residence @ Bandar Sungai Long, Bandar Sungai Long, Selangor","1,500","1,060",3,2,Condominium,Partially Furnished,"Admiral Park, Off Jalan Sungai Long, 43200 Bandar Sungai Long, Selangor",Bandar Sungai Long,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Apartment Lily, Rawang, Selangor",650,641,3,1,Apartment,Not Furnished,"Jalan RP 12, Taman Rawang Perdana 2, 48000 Rawang, Selangor",Rawang,Selangor,,False
"Titiwangsa Sentral, Titiwangsa, Kuala Lumpur","1,700",550,2,1,Condominium,Fully Furnished,"Jalan Cemur, Titiwangsa Sentral, 50400 Titiwangsa, Kuala Lumpur",Titiwangsa,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Tennis Court, Squash Court",False
"The Pines Residence, Gelang Patah, Johor","2,000",950,3,2,Apartment,Fully Furnished,"Persisiran Juragan, Kampung Paya Mengkuang, 81560 Gelang Patah, Johor",Gelang Patah,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Others, Johor","3,500","1,200",4,4,2-storey Terraced House,Fully Furnished,,,,,False
"Setia City Residences, Setia Alam, Selangor","3,800","1,221",4,3,Service Residence,Fully Furnished,"Jalan Setia Dagang AH U13/AH, Alam Nusantara, 40170 Setia Alam, Selangor",Setia Alam,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Setia Tropika, Johor","2,500","3,058",4,3,2-storey Terraced House,Not Furnished,,,,,False
"Glory Beach Resort Apartment, Port Dickson, Negeri Sembilan","1,100",600,2,1,Apartment,Fully Furnished,"Jalan Tanjung Gemuk, 71000 Port Dickson, Negeri Sembilan",Port Dickson,Negeri Sembilan,"Parking, Security, Lift, Swimming Pool, Playground",False
"Alpine Village Apartment, Ipoh, Perak","1,500","1,100",3,2,Apartment,Fully Furnished,"Persiaran Sunway, Sunway City, 31150 Ipoh, Perak",Ipoh,Perak,"Parking, Security, Swimming Pool, Playground, Gymnasium, Minimart",False
"Studio Fourteen, Shah Alam, Selangor","1,500",500,1,1,Condominium,Fully Furnished,"Seksyen 14, 40100 Shah Alam, Selangor",Shah Alam,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Anggun Lumayan, Cheras, Kuala Lumpur","2,300","1,100",3,2,Condominium,Partially Furnished,"Jalan Permaisuri 1, 56000 Cheras, Kuala Lumpur",Cheras,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Permatang Pauh, Penang","1,800","1,400",4,3,2-storey Terraced House,Partially Furnished,,,,,False
"Dengkil, Selangor","1,400","1,346",3,2,Townhouse,Not Furnished,,,,"Parking, Security, Playground",False
"Danau Kota Suite Apartments, Setapak, Kuala Lumpur","1,800",859,3,2,Apartment,Fully Furnished,"Jalan 1A/6, Taman Setapak Indah, Danau Kota, 53100 Setapak, Kuala Lumpur",Setapak,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Others, Johor","2,600","1,200",4,3,2-storey Terraced House,Partially Furnished,,,,,False
"Cuepacs Apartment, Brickfields, Kuala Lumpur","1,650",500,1,1,Apartment,Fully Furnished,"Jalan Thamby Abdullah, Brickfields, 50470 Brickfields, Kuala Lumpur",Brickfields,Kuala Lumpur,"Parking, Security, Multipurpose hall",False
"Residensi Alam Damai (PR1MA @ Alam Damai), Cheras, Kuala Lumpur","1,600",995,3,2,Apartment,Partially Furnished,"Off Persiaran Bestari, Alam Damai, 56000 Cheras, Kuala Lumpur",Cheras,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Minimart",False
"Desa Dua Aman Puri, Kepong, Kuala Lumpur",950,850,3,2,Apartment,Partially Furnished,"Lorong D1/5, Desa Aman Puri, 52200 Kepong, Kuala Lumpur",Kepong,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Minimart, Jogging Track",False
"Apartment Bayu, Damansara Damai, Selangor",800,800,3,2,Apartment,Partially Furnished,"Jalan PJU 10/4, Damansara Damai, 47830 Damansara Damai, Selangor",Damansara Damai,Selangor,"Parking, Security, Swimming Pool, Playground, Barbeque area, Minimart",False
"Taman Bunga Negara, Shah Alam, Selangor","1,000",742,3,1,Apartment,Not Furnished,"Taman Bunga Negara, Seksyen 27, 40400 Shah Alam, Selangor",Shah Alam,Selangor,"Security, Playground",False
"Old Klang Road, Kuala Lumpur","2,000","1,600",4,2,1-storey Terraced House,Not Furnished,,,,,False
"i-City, I-City, Selangor","1,500",719,2,1,Service Residence,Fully Furnished,"Jalan Multimedia 7/Ah, 40000 I-City, Selangor",I-City,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
