Name,Price,Size,Number of beds,Number of bathrooms,Type,Furnished Status,Location,District,State,Facilities,Public transport
"Residensi Suasana @ Damai, Damansara Damai, Selangor",1800,950,2.0,1.0,Service Residence,Partially Furnished,"Jalan PJU 10/1, Off Jalan Kuala Selangor, 47830 Damansara Damai, Selangor",Damansara Damai,Selangor,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna",False
"Metia Residence, Shah Alam, Selangor",2300,1100,3.0,2.0,Service Residence,Fully Furnished,"Persiaran Sukan, Seksyen 13, 40100 Shah Alam, Selangor",Shah Alam,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Semenyih, Selangor",1800,1390,3.0,3.0,Townhouse,Partially Furnished,"Semenyih, Selangor",Semenyih,Selangor,None,False
"Dengkil, Selangor",1890,1496,4.0,3.0,2-storey Terraced House,Not Furnished,"Dengkil, Selangor",Dengkil,Selangor,None,False
"Bayu Angkasa Apartments @ Nusa Bayu, Iskandar Puteri, Johor",2000,1250,3.0,2.0,Apartment,Fully Furnished,"Persiaran Bayu, Nusa Bayu, 79250 Iskandar Puteri, Johor",Iskandar Puteri,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",False
"Residensi Taman Pelangi Indah, Ulu Tiram, Johor",1500,1000,3.0,2.0,Service Residence,Fully Furnished,"Jalan Cantik 4, Taman Pelangi Indah, 81800 Ulu Tiram, Johor",Ulu Tiram,Johor,"Parking, Security, Playground, Minimart, Multipurpose hall",False
"Puncak Alam, Selangor",1600,1308,3.0,2.0,Townhouse,Partially Furnished,"Puncak Alam, Selangor",Puncak Alam,Selangor,None,False
"Apartment Idaman, Damansara Damai, Selangor",550,650,3.0,2.0,Apartment,Not Furnished,"Jalan PJU 10/1, 47830 Damansara Damai, Selangor",Damansara Damai,Selangor,"Playground, Minimart",False
"Skudai, Johor",2500,1430,4.0,3.0,2-storey Terraced House,Not Furnished,"Skudai, Johor",Skudai,Johor,None,False
"Dian Residency @ Shah Alam, Shah Alam, Selangor",2300,820,3.0,2.0,Service Residence,Fully Furnished,"Tadisma Business Park Seksyen 13, 40100 Shah Alam, Selangor",Shah Alam,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Majestic Maxim, Cheras, Kuala Lumpur",2400,819,3.0,2.0,Service Residence,Fully Furnished,"Jalan 9/142, Taman Connaught, 56000 Cheras, Kuala Lumpur",Cheras,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"The Era, Segambut, Kuala Lumpur",2400,893,2.0,2.0,Service Residence,Fully Furnished,"Jalan Segambut, Kawasan Perusahaan Segambut, 51200 Segambut, Kuala Lumpur",Segambut,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Jogging Track",False
"Dengkil, Selangor",1800,2174,4.0,4.0,Townhouse,Partially Furnished,"Dengkil, Selangor",Dengkil,Selangor,"Parking, Security, Swimming Pool, Playground, Gymnasium, Multipurpose hall",False
"Asia Heights, Ayer Itam, Penang",1200,838,3.0,2.0,Condominium,Fully Furnished,"Lorong Semarak Api 3, 11500 Ayer Itam, Penang",Ayer Itam,Penang,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area, Jogging Track, Squash Court",False
"Harmoni Elmina 1, Shah Alam, Selangor",1300,1000,3.0,2.0,Apartment,Not Furnished,"Jalan Casuarina U17/56, Emina Green, 40160 Shah Alam, Selangor",Shah Alam,Selangor,"Parking, Security, Lift, Playground",False
"Krubong, Melaka",1100,1300,3.0,2.0,1-storey Terraced House,Not Furnished,"Krubong, Melaka",Krubong,Melaka,Parking,False
"I-Santorini, Tanjong Tokong, Penang",2800,900,3.0,2.0,Condominium,Fully Furnished,"Jalan Seri Tanjung Pinang 1, Seri Tanjung Pinang, 10470 Tanjong Tokong, Penang",Tanjong Tokong,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Ambang Botanic, Selangor",5500,2500,5.0,4.0,Semi-Detached House,Partially Furnished,"Ambang Botanic, Selangor",Ambang Botanic,Selangor,None,False
"Empire Damansara, Damansara Perdana, Selangor",1300,363,1.0,1.0,Service Residence,Fully Furnished,"Jalan PJU 8/8, 47820 Damansara Perdana, Selangor",Damansara Perdana,Selangor,"Parking, Security, Lift, Swimming Pool, Gymnasium, Minimart",False
"The Ridge @ KL East, Ampang, Kuala Lumpur",2900,850,2.0,2.0,Service Residence,Fully Furnished,"Persiaran Melati Kuarza, Sunway Montana, 53100 Ampang, Kuala Lumpur",Ampang,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Birch Regency @ Penang Times Square, Georgetown, Penang",2000,1050,2.0,2.0,Condominium,Fully Furnished,"Jalan Timah, Off Kampung Jawa Baru, 10150 Georgetown, Penang",Georgetown,Penang,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna",False
"SKS Pavillion Residences, Johor Bahru, Johor",2500,750,2.0,2.0,Condominium,Fully Furnished,"Jalan Storey, Bukit Senyum, 80300 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna",False
"Brezza Hill, Ampang, Selangor",2300,1206,3.0,3.0,Condominium,Not Furnished,"Jalan Hulu Langat, Brezza Hill, 68000 Ampang, Selangor",Ampang,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Jogging Track, Squash Court",False
"Subang Jaya, Selangor",6800,2800,5.0,5.0,Semi-Detached House,Partially Furnished,"Subang Jaya, Selangor",Subang Jaya,Selangor,"Parking, Security, Swimming Pool, Gymnasium",False
"Sky Awani 5, Sentul, Kuala Lumpur",1500,800,3.0,2.0,Condominium,Not Furnished,"Jalan Dato Senu 3, Taman Dato Senu, 51000 Sentul, Kuala Lumpur",Sentul,Kuala Lumpur,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Jogging Track",False
"Damai Vista, Cheras, Kuala Lumpur",1600,1100,3.0,2.0,Condominium,Partially Furnished,"Jalan Damai Perdana 1/2, 56000 Cheras, Kuala Lumpur",Cheras,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall",False
"Shah Alam, Selangor",10500,4000,4.0,4.0,Bungalow House,Fully Furnished,"Shah Alam, Selangor",Shah Alam,Selangor,"Security, Playground",False
"Iskandar Puteri, Johor",2600,1800,4.0,3.0,2-storey Terraced House,Partially Furnished,"Iskandar Puteri, Johor",Iskandar Puteri,Johor,None,False
"The Aliff Residences, Johor Bahru, Johor",1700,947,3.0,2.0,Service Residence,Fully Furnished,"Jalan Tahana, Kawasan Perindustrian Tampoi, 81200 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house",False
"Casa Embun @ Cybersouth, Cyberjaya, Selangor",1500,550,2.0,1.0,Service Residence,Partially Furnished,"Persiaran CyberSouth 1, Cybersouth, 43800 Cyberjaya, Selangor",Cyberjaya,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Club house",False
"Residensi Max, Jalan Ipoh, Kuala Lumpur",1800,900,3.0,2.0,Condominium,Partially Furnished,"Taman Golden, 51200 Jalan Ipoh, Kuala Lumpur",Jalan Ipoh,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"D'Cassia, Semenyih, Selangor",950,850,3.0,2.0,Apartment,Not Furnished,"Jalan Ecohill 1/2, Setia Ecohill, 43500 Semenyih, Selangor",Semenyih,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Minimart",False
"Kuantan, Pahang",1000,950,3.0,2.0,1-storey Terraced House,Fully Furnished,"Kuantan, Pahang",Kuantan,Pahang,"Parking, Playground, Minimart",False
"Green Haven @ Kota Puteri, Masai, Johor",2500,1012,2.0,2.0,Service Residence,Partially Furnished,"Jalan Mersawa 16, Taman Cahaya, 81750 Masai, Johor",Masai,Johor,"Parking, Security, Lift, Swimming Pool, Gymnasium, Barbeque area",False
"Batu Kawan, Penang",1600,1152,3.0,2.0,2-storey Terraced House,Fully Furnished,"Batu Kawan, Penang",Batu Kawan,Penang,Parking,False
"Ixora Apartment (Kepong), Kepong, Kuala Lumpur",1150,907,3.0,2.0,Apartment,Partially Furnished,"Jalan Wangsa 3/8, Taman Wangsa Permai, 52200 Kepong, Kuala Lumpur",Kepong,Kuala Lumpur,"Parking, Security, Swimming Pool, Playground, Sauna",False
"Sri Pangkor (Pulau Tikus), Pulau Tikus, Penang",3000,1800,4.0,3.0,Condominium,Fully Furnished,"Medan Lim Cheng Teik, Kampung Syed, 10250 Pulau Tikus, Penang",Pulau Tikus,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"D' Putra Suites, Kulai, Johor",2600,796,2.0,2.0,Service Residence,Partially Furnished,"Lebuh Putra Utama, Bandar Putra Kulai, 81000 Kulai, Johor",Kulai,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Sinar Bukit Dumbar, Jelutong, Penang",950,560,2.0,1.0,Apartment,Not Furnished,"No.98, Jalan Faraday, Bukit Dumbar, 11700 Jelutong, Penang",Jelutong,Penang,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area",False
"Mawar Apartments, Genting Highlands, Pahang",2000,950,2.0,2.0,Condominium,Fully Furnished,"Jalan Jati 2, Gohtong Jaya, 69000 Genting Highlands, Pahang",Genting Highlands,Pahang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Eastern Court, Jelutong, Penang",1600,750,3.0,2.0,Condominium,Fully Furnished,"No.22, Lorong Hijau 8, Taman Green Lane, 11600 Jelutong, Penang",Jelutong,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart",False
"Meranti Apartment, Genting Highlands, Pahang",2600,1000,3.0,2.0,Apartment,Partially Furnished,"Jalan Meranti, 69000 Genting Highlands, Pahang",Genting Highlands,Pahang,"Parking, Security, Lift, Playground",False
"Menara Alpha, Wangsa Maju, Kuala Lumpur",1700,950,3.0,2.0,Condominium,Fully Furnished,"Jalan 4a/27a, Seksyen 2 Wangsa Maju, 53300 Wangsa Maju, Kuala Lumpur",Wangsa Maju,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Minimart, Multipurpose hall",False
"Tanjong Minyak, Melaka",1100,1920,4.0,3.0,Semi-Detached House,Not Furnished,"Tanjong Minyak, Melaka",Tanjong Minyak,Melaka,Parking,False
"Bertam Ulu, Melaka",1200,1800,4.0,2.0,1-storey Terraced House,Partially Furnished,"Bertam Ulu, Melaka",Bertam Ulu,Melaka,None,False
"Horizon Hills, Johor",3600,1800,4.0,4.0,2-storey Terraced House,Partially Furnished,"Horizon Hills, Johor",Horizon Hills,Johor,"Security, Playground",False
"Skudai, Johor",2000,1540,3.0,2.0,1-storey Terraced House,Fully Furnished,"Skudai, Johor",Skudai,Johor,None,False
"Puchong, Selangor",2500,2200,4.0,3.0,2-storey Terraced House,Fully Furnished,"Puchong, Selangor",Puchong,Selangor,None,False
"Opal Residence @ Puchong Intan, Puchong, Selangor",1550,1045,3.0,3.0,Apartment,Partially Furnished,"Opal Residence @ Puchong Intan, Puchong, Selangor",Puchong,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Tropez Residences @ Tropicana Danga Bay, Johor Bahru, Johor",1800,1000,2.0,2.0,Service Residence,Fully Furnished,"Persiaran Danga Perdana, Danga Bay, 80200 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Tennis Court, Squash Court",False
"Johor Bahru, Johor",2300,1170,4.0,4.0,2-storey Terraced House,Partially Furnished,"Johor Bahru, Johor",Johor Bahru,Johor,"Security, Playground",False
"M City, KL City, Kuala Lumpur",3000,1066,2.0,2.0,Service Residence,Fully Furnished,"Jalan Ampang, Kampung Berembang, 50450 KL City, Kuala Lumpur",KL City,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Juta Mines, Seri Kembangan, Selangor",1000,901,3.0,2.0,Condominium,Not Furnished,"Persiaran Seri Timah, Taman Seri Timah, 43300 Seri Kembangan, Selangor",Seri Kembangan,Selangor,"Parking, Security, Swimming Pool, Playground, Gymnasium, Minimart",False
"Delima Emas Condominium, Juru, Penang",1300,1604,3.0,2.0,Condominium,Partially Furnished,"Jalan Delima 1, Taman Sri Delima, 14100 Juru, Penang",Juru,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Avenue Crest, Shah Alam, Selangor",1300,664,3.0,1.0,Service Residence,Fully Furnished,"Jalan Jubli Perak 22/1, 40150 Shah Alam, Selangor",Shah Alam,Selangor,None,False
"Taman emas, Cheras, Selangor",800,600,3.0,1.0,Apartment,Not Furnished,"Taman emas, Cheras, Selangor",Cheras,Selangor,None,False
"Puchong, Selangor",2500,1800,4.0,3.0,2-storey Terraced House,Partially Furnished,"Puchong, Selangor",Puchong,Selangor,"Parking, Security, Playground, Gymnasium, Minimart",False
"Residensi Lili @ Taman Bucida Hijauan, Nilai, Negeri Sembilan",1400,735,3.0,2.0,Condominium,Fully Furnished,"Persiaran Perdana, Taman Bucida Hijauan, 71800 Nilai, Negeri Sembilan",Nilai,Negeri Sembilan,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"The Elysia Park Residence @ Medini, Iskandar Puteri, Johor",2100,921,2.0,2.0,Condominium,Fully Furnished,"Persiaran Medini 8/1, Medini Iskandar Malaysia, 79250 Iskandar Puteri, Johor",Iskandar Puteri,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Menara D'sara, Bandar Sri Damansara, Selangor",1600,950,3.0,2.0,Condominium,Fully Furnished,"Jalan Margosa SD 10/1, 52200 Bandar Sri Damansara, Selangor",Bandar Sri Damansara,Selangor,"Parking, Security, Swimming Pool, Playground, Barbeque area",False
"Hillview Loft Condominium, Batu Pahat, Johor",1500,1100,2.0,2.0,Condominium,Fully Furnished,"Jalan Melur, Kampung Istana, 83000 Batu Pahat, Johor",Batu Pahat,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Medan Mutiara, Sungai Nibong, Penang",1000,700,3.0,1.0,Apartment,Fully Furnished,"Lebuh Nipah 1, Off Jalan Sultan Azlan Shah, 11900 Sungai Nibong, Penang",Sungai Nibong,Penang,"Parking, Security, Lift, Playground, Minimart",False
"Empire Damansara, Damansara Perdana, Selangor",1500,334,1.0,1.0,Service Residence,Fully Furnished,"Jalan PJU 8/8, 47820 Damansara Perdana, Selangor",Damansara Perdana,Selangor,"Security, Lift, Swimming Pool, Playground, Gymnasium, Club house",False
"Kuala Kangsar, Perak",1300,1000,4.0,2.0,Bungalow House,Fully Furnished,"Kuala Kangsar, Perak",Kuala Kangsar,Perak,Parking,False
"Aman Dua, Kepong, Kuala Lumpur",950,850,3.0,2.0,Apartment,Not Furnished,"Jalan Aman, Desa Aman Puri, 52100 Kepong, Kuala Lumpur",Kepong,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Minimart",False
"The Elysia Park Residence @ Medini, Iskandar Puteri, Johor",3100,1024,3.0,3.0,Condominium,Fully Furnished,"Persiaran Medini 8/1, Medini Iskandar Malaysia, 79250 Iskandar Puteri, Johor",Iskandar Puteri,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Idaman Abadi, Kajang, Selangor",1300,1040,3.0,3.0,Condominium,Partially Furnished,"Persiaran Tropicana Heights 1B, Bandar Teknologi Kajang, 43500 Kajang, Selangor",Kajang,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Seremban 2, Negeri Sembilan",1600,2100,4.0,3.0,2-storey Terraced House,Partially Furnished,"Seremban 2, Negeri Sembilan",Seremban 2,Negeri Sembilan,"Parking, Security, Playground, Minimart, Jogging Track",False
"Gelang Patah, Johor",4000,1920,4.0,5.0,Semi-Detached House,Fully Furnished,"Gelang Patah, Johor",Gelang Patah,Johor,None,False
"Kenwingston Square Garden, Cyberjaya, Selangor",1600,700,2.0,1.0,Service Residence,Fully Furnished,"Off Persiaran Bestari, Cyber 9, 63000 Cyberjaya, Selangor",Cyberjaya,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"The Establishment, Brickfields, Kuala Lumpur",3500,823,2.0,2.0,Service Residence,Fully Furnished,"Jalan Ang Seng, Off Jalan Rakyat, 59000 Brickfields, Kuala Lumpur",Brickfields,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Gymnasium, Sauna",False
"Medini Signature, Iskandar Puteri, Johor",2900,821,2.0,2.0,Condominium,Fully Furnished,"Persiaran Medini Utara 3, Medini Iskandar Malaysia, 79250 Iskandar Puteri, Johor",Iskandar Puteri,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Aliff Avenue (Dwi Alif), Tampoi, Johor",1700,927,2.0,2.0,Apartment,Fully Furnished,"Jalan Tampoi, Kawasan Perindustrian Tampoi, 81200 Tampoi, Johor",Tampoi,Johor,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area",False
"Zen 6, Gelugor, Penang",641000,1050,3.0,2.0,Condominium,Not Furnished,"Persiaran Bayan Mutiara 3, 11900 Gelugor, Penang",Gelugor,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Sky Peak Residences, Setia Tropika, Johor",2700,1197,3.0,2.0,Service Residence,Fully Furnished,"Jalan Setia Tropika 1/21, 81200 Setia Tropika, Johor",Setia Tropika,Johor,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area",False
"Bsp Skypark Condo, Bandar Saujana Putra, Selangor",1000,1004,3.0,2.0,Service Residence,Not Furnished,"Jalan SP7, Off Jalan Saujana Putra, 42610 Bandar Saujana Putra, Selangor",Bandar Saujana Putra,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Country Garden Central Park (Serviced Apartment), Tampoi, Johor",1700,591,3.0,2.0,Service Residence,Partially Furnished,"Jalan Bukit Aliff Utama, Taman Damansara Aliff, 81200 Tampoi, Johor",Tampoi,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Batu Pahat, Johor",3500,3626,4.0,5.0,Bungalow House,Not Furnished,"Batu Pahat, Johor",Batu Pahat,Johor,Parking,False
"River Tropics, Perai, Penang",1500,1500,3.0,3.0,Condominium,Fully Furnished,"Off Persiaran Sembilang, Bandar Seberang Jaya, 13700 Perai, Penang",Perai,Penang,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area",False
"Sentral Suites @ KL Sentral, KL Sentral, Kuala Lumpur",5300,1025,3.0,3.0,Service Residence,Fully Furnished,"Jalan Tun Sambanthan, Off Jalan Syed Putra, 50470 KL Sentral, Kuala Lumpur",KL Sentral,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Jogging Track",False
"Pangsapuri Akasia, Setia Alam, Selangor",1300,820,3.0,2.0,Apartment,Fully Furnished,"No.4, Persiaran Setia Prima, Seksyen U13, 40170 Setia Alam, Selangor",Setia Alam,Selangor,"Parking, Security, Playground",False
"Perling, Johor",2500,1540,4.0,3.0,2-storey Terraced House,Partially Furnished,"Perling, Johor",Perling,Johor,None,False
"Medalla @ Oasis Corporate Park, Ara Damansara, Selangor",2200,1033,2.0,2.0,Service Residence,Partially Furnished,"Jalan PJU 1a/2, Pusat Perdagangan Dana 1, 47301 Ara Damansara, Selangor",Ara Damansara,Selangor,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna",False
"Johor Bahru, Johor",4800,3400,3.0,2.0,Semi-Detached House,Fully Furnished,"Johor Bahru, Johor",Johor Bahru,Johor,None,False
"Flat Hamna Desa Permai Indah, Sungai Dua, Penang",650,600,2.0,1.0,Flat,Partially Furnished,"Off Jalan Helang, Desa Permai Indah, 11700 Sungai Dua, Penang",Sungai Dua,Penang,"Parking, Minimart, Multipurpose hall",False
"Casa Lago, Melaka City, Melaka",1400,1200,3.0,2.0,Condominium,Fully Furnished,"Jalan Syed Abdullah Aziz, Taman Melaka Raya, 75000 Melaka City, Melaka",Melaka City,Melaka,"Parking, Security",False
"Vista Panorama, Ampang, Selangor",1500,1100,3.0,2.0,Condominium,Partially Furnished,"Jalan Bukit Permai 5, Taman Bukit Permai, 56100 Ampang, Selangor",Ampang,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Cheras, Kuala Lumpur",3500,3200,3.0,3.0,2-storey Terraced House,Partially Furnished,"Cheras, Kuala Lumpur",Cheras,Kuala Lumpur,"Parking, Minimart",False
"Seri Kembangan, Selangor",2000,2200,4.0,3.0,2-storey Terraced House,Not Furnished,"Seri Kembangan, Selangor",Seri Kembangan,Selangor,None,False
"Residensi AVA, Kiara Bay, Kepong, Kuala Lumpur",2500,950,3.0,2.0,Service Residence,Fully Furnished,"Persiaran Putra Bayu, Kiara Bay, 52000 Kepong, Kuala Lumpur",Kepong,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"OHako, Puchong, Kuala Lumpur",1800,815,2.0,2.0,Service Residence,Fully Furnished,"Bandar Puchong Jaya, 47100 Puchong, Kuala Lumpur",Puchong,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Bukit Bantayan Residence, Kota Kinabalu, Sabah",2300,1007,3.0,2.0,Service Residence,Fully Furnished,"Jalan Bantayan Minintod, Bukit Bantayan, 88450 Kota Kinabalu, Sabah",Kota Kinabalu,Sabah,"Parking, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall",False
"The Holmes, Cheras, Kuala Lumpur",1800,1018,3.0,2.0,Condominium,Partially Furnished,"Jalan Yaacob Latif,, 56000 Cheras, Kuala Lumpur",Cheras,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track",False
"Sutera Avenue The Residences, Kota Kinabalu, Sabah",2900,995,2.0,1.0,Condominium,Fully Furnished,"Off Jalan Coastal, Sutera Avenue, 88000 Kota Kinabalu, Sabah",Kota Kinabalu,Sabah,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Kinrara Mas Condominium, Bukit Jalil, Kuala Lumpur",1700,1091,3.0,2.0,Condominium,Fully Furnished,"Jalan Mas 1, Kinrara Mas, 58200 Bukit Jalil, Kuala Lumpur",Bukit Jalil,Kuala Lumpur,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna",False
"Johor Bahru, Johor",1500,1540,3.0,2.0,1-storey Terraced House,Partially Furnished,"Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Playground",False
"Marina Court, Kota Kinabalu, Sabah",2700,1400,3.0,2.0,Condominium,Fully Furnished,"Jalan Tun Fuad Stephens, Api-api Centre, 88000 Kota Kinabalu, Sabah",Kota Kinabalu,Sabah,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Squash Court",False
"Telok Panglima Garang, Selangor",1300,1400,3.0,2.0,1-storey Terraced House,Not Furnished,"Telok Panglima Garang, Selangor",Telok Panglima Garang,Selangor,"Parking, Security, Playground, Minimart",False
"Marina Court, Kota Kinabalu, Sabah",2800,1216,3.0,2.0,Condominium,Fully Furnished,"Jalan Tun Fuad Stephens, Api-api Centre, 88000 Kota Kinabalu, Sabah",Kota Kinabalu,Sabah,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Sensory Residence @ Southville City, Bangi, Selangor",1600,888,3.0,2.0,Service Residence,Fully Furnished,"Jalan BBLS 1, Southville City, 43800 Bangi, Selangor",Bangi,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Villa Tanjung (Tanjung Height), Butterworth, Penang",1500,1313,3.0,2.0,Condominium,Partially Furnished,"Jalan Villa Tanjung, Taman Tanjung, 12300 Butterworth, Penang",Butterworth,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
100%,2900,780,1.0,2.0,Condominium,Fully Furnished,"Jalan Tun Fuad Stephen, 88000 Kota Kinabalu, Sabah",Kota Kinabalu,Sabah,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Club house",False
"Bukit Serindit, Melaka",1600,1400,4.0,3.0,2-storey Terraced House,Fully Furnished,"Bukit Serindit, Melaka",Bukit Serindit,Melaka,None,False
"Salak Tinggi, Selangor",1200,1550,4.0,3.0,2-storey Terraced House,Partially Furnished,"Salak Tinggi, Selangor",Salak Tinggi,Selangor,None,False
"Vega Residensi, Cyberjaya, Selangor",1800,847,3.0,2.0,Service Residence,Fully Furnished,"Persiaran Sepang, Taman Sains Selangor 2, 63000 Cyberjaya, Selangor",Cyberjaya,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Juta Mines, Seri Kembangan, Selangor",1250,900,3.0,2.0,Condominium,Fully Furnished,"Persiaran Seri Timah, Taman Seri Timah, 43300 Seri Kembangan, Selangor",Seri Kembangan,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Tennis Court",False
"Melody Homes, Ayer Itam, Penang",1500,700,3.0,2.0,Apartment,Fully Furnished,"Lebuhraya Thean Teik, Farlim, 11500 Ayer Itam, Penang",Ayer Itam,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Pengerang, Johor",1300,1000,3.0,2.0,1-storey Terraced House,Fully Furnished,"Pengerang, Johor",Pengerang,Johor,Parking,False
"The Elements, Ampang, Kuala Lumpur",1500,520,1.0,1.0,Service Residence,Fully Furnished,"Jalan Bemban, Kampung Berembang, 55000 Ampang, Kuala Lumpur",Ampang,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Puchong, Selangor",1500,1700,4.0,3.0,2-storey Terraced House,Not Furnished,"Puchong, Selangor",Puchong,Selangor,Security,False
"Sri Pangkor (Pulau Tikus), Pulau Tikus, Penang",3500,1800,4.0,3.0,Condominium,Fully Furnished,"Medan Lim Cheng Teik, Kampung Syed, 10250 Pulau Tikus, Penang",Pulau Tikus,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Jasin, Melaka",950,1134,4.0,3.0,2-storey Terraced House,Not Furnished,"Jasin, Melaka",Jasin,Melaka,"Parking, Playground, Minimart",False
"Seremban 2, Negeri Sembilan",950,1540,3.0,2.0,1-storey Terraced House,Not Furnished,"Seremban 2, Negeri Sembilan",Seremban 2,Negeri Sembilan,None,False
"Residensi PR1MA Premier Matang, Kuching, Sarawak, Kuching, Sarawak",1450,978,3.0,2.0,Apartment,Partially Furnished,"Residensi PR1MA Premier Matang Batu 4, Q309, 93050 Kuching, Sarawak",Kuching,Sarawak,"Parking, Security, Lift, Playground, Jogging Track, Tennis Court",False
"Pangsapuri Prima Cempaka, Kajang, Selangor",600,600,3.0,1.0,Flat,Partially Furnished,"Jalan KP 1/15, Taman Kajang Prima, 43000 Kajang, Selangor",Kajang,Selangor,"Parking, Playground, Minimart, Multipurpose hall",False
"Residensi Falim (PR1MA Falim), Ipoh, Perak",800,832,2.0,2.0,Apartment,Not Furnished,"Jalan Lahat, 30200 Ipoh, Perak",Ipoh,Perak,"Parking, Security, Lift, Playground, Barbeque area, Multipurpose hall",False
