Name,Price,Size,Number of beds,Number of bathrooms,Type,Furnished Status,Location,District,State,Facilities,Public transport
"Liberty Tower @ i-City, I-City, Selangor",1400,466,1.0,1.0,Service Residence,Fully Furnished,"Off Jalan Plumbum 7/102, 40000 I-City, Selangor",I-City,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Tanjung Bungah, Penang",4400,3000,4.0,3.0,3-storey Terraced House,Fully Furnished,"Tanjung Bungah, Penang",Tanjung Bungah,Penang,None,False
"Pasir Gudang, Johor",1200,1400,4.0,3.0,2-storey Terraced House,Not Furnished,"Pasir Gudang, Johor",Pasir Gudang,Johor,None,False
"Puncak Alam, Selangor",1300,1650,3.0,2.0,1-storey Terraced House,Not Furnished,"Puncak Alam, Selangor",Puncak Alam,Selangor,Parking,False
"D’Brightton Titiwangsa, Titiwangsa, Kuala Lumpur",2800,1076,3.0,2.0,Condominium,Partially Furnished,"D’Brightton Titiwangsa, Titiwangsa, Kuala Lumpur",Titiwangsa,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",False
"Forest Hill (Kota Kinabalu), Kota Kinabalu, Sabah",2300,1155,3.0,3.0,Condominium,Partially Furnished,"Jalan Santung, Off Jalan Bundusan, 88300 Kota Kinabalu, Sabah",Kota Kinabalu,Sabah,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Port Dickson, Negeri Sembilan",1000,1300,3.0,2.0,Terraced House,Not Furnished,"Port Dickson, Negeri Sembilan",Port Dickson,Negeri Sembilan,"Parking, Playground, Minimart",False
"Ulu Tiram, Johor",1750,1400,3.0,2.0,1-storey Terraced House,Partially Furnished,"Ulu Tiram, Johor",Ulu Tiram,Johor,"Parking, Playground, Gymnasium, Sauna, Barbeque area, Minimart",False
"Kepong, Kuala Lumpur",3800,1650,6.0,2.0,3-storey Terraced House,Not Furnished,"Kepong, Kuala Lumpur",Kepong,Kuala Lumpur,"Parking, Security",False
"Seri Kemboja Apartment, Bukit Beruntung, Selangor",750,650,3.0,1.0,Apartment,Partially Furnished,"Seri Kemboja Apartment, Bukit Beruntung, Selangor",Bukit Beruntung,Selangor,None,False
"Puncak Alam, Selangor",1400,1300,4.0,3.0,2-storey Terraced House,Not Furnished,"Puncak Alam, Selangor",Puncak Alam,Selangor,"Parking, Security, Playground, Jogging Track",False
"Liberty Tower @ i-City, I-City, Selangor",1600,580,2.0,1.0,Service Residence,Fully Furnished,"Off Jalan Plumbum 7/102, 40000 I-City, Selangor",I-City,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Luminari @ Harbour Place, Butterworth, Penang",1900,957,2.0,2.0,Service Residence,Fully Furnished,"Jalan Harbour View, Kampung Bagan Dalam, 11200 Butterworth, Penang",Butterworth,Penang,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area",False
"Puchong, Selangor",2100,2100,4.0,3.0,2-storey Terraced House,Fully Furnished,"Puchong, Selangor",Puchong,Selangor,"Security, Playground, Minimart",False
"Cubic Botanical, Bangsar South, Kuala Lumpur",2000,518,1.0,1.0,Service Residence,Fully Furnished,"Jalan Pantai Sentral 3, Kampung Pantai, 59200 Bangsar South, Kuala Lumpur",Bangsar South,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Silk Residence, Cheras, Selangor",1550,1021,3.0,2.0,Condominium,Partially Furnished,"Lebuhraya Silk Off Cheras Selatan, Balakong, 43000 Cheras, Selangor",Cheras,Selangor,"Parking, Security, Lift, Swimming Pool",False
"Bayan Lepas, Penang",3000,2740,5.0,5.0,3-storey Terraced House,Fully Furnished,"Bayan Lepas, Penang",Bayan Lepas,Penang,None,False
"Pulau Tikus, Penang",7500,7221,7.0,7.0,Bungalow House,Not Furnished,"Pulau Tikus, Penang",Pulau Tikus,Penang,None,False
"Gelugor, Penang",3500,3200,7.0,7.0,Semi-Detached House,Not Furnished,"Gelugor, Penang",Gelugor,Penang,None,False
"Rawang, Selangor",1800,1300,3.0,2.0,1-storey Terraced House,Fully Furnished,"Rawang, Selangor",Rawang,Selangor,None,False
"Dengkil, Selangor",1500,1400,4.0,2.0,1-storey Terraced House,Partially Furnished,"Dengkil, Selangor",Dengkil,Selangor,"Parking, Playground, Minimart, Jogging Track",False
"Cheras, Kuala Lumpur",2200,1500,4.0,3.0,2-storey Terraced House,Partially Furnished,"Cheras, Kuala Lumpur",Cheras,Kuala Lumpur,None,False
"Lovell @ Country Garden Danga Bay, Johor Bahru, Johor",2800,1012,3.0,3.0,Condominium,Fully Furnished,"Persiaran Danga Perdana, Country Garden Danga Bay, 80200 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",False
"BSP21, Jenjarom, Selangor",1150,610,1.0,1.0,Service Residence,Fully Furnished,"Jalan Saujana Putra, Bander, Bandar Saujana Putra, 42610 Jenjarom, Selangor",Jenjarom,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Savanna Executive Suite @ Southville City, Bangi, Selangor",2000,956,3.0,2.0,Service Residence,Fully Furnished,"Off Lebuhraya Utara Selatan, Southville City, 43000 Bangi, Selangor",Bangi,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Apartment Minang Ria 2, Cheras, Selangor",1000,800,3.0,2.0,Apartment,Not Furnished,"Jalan Minang Ria 1, Taman Minang Ria, 43200 Cheras, Selangor",Cheras,Selangor,Security,False
"The New Duo @ Edumetro, Subang Jaya, Selangor",1500,350,1.0,1.0,Condominium,Fully Furnished,"Persiaran Subang Permai, 47500, Selangor, 47500 Subang Jaya, Selangor",Subang Jaya,Selangor,"Parking, Security, Lift, Gymnasium, Minimart",False
"Iris Residence @ Bandar Sungai Long, Bandar Sungai Long, Selangor",1699,1058,3.0,2.0,Condominium,Fully Furnished,"Admiral Park, Off Jalan Sungai Long, 43200 Bandar Sungai Long, Selangor",Bandar Sungai Long,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"USJ, Selangor",3000,1800,4.0,3.0,2-storey Terraced House,Partially Furnished,"USJ, Selangor",USJ,Selangor,Security,False
"Spectrum Residence, Bukit Mertajam, Penang",485000,1200,3.0,2.0,Condominium,Partially Furnished,"Jalan Lembah Permai 2, 14000 Bukit Mertajam, Penang",Bukit Mertajam,Penang,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area",False
"Sentral Suites @ KL Sentral, KL Sentral, Kuala Lumpur",3600,650,1.0,1.0,Service Residence,Fully Furnished,"Jalan Tun Sambanthan, Off Jalan Syed Putra, 50470 KL Sentral, Kuala Lumpur",KL Sentral,Kuala Lumpur,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna",False
"OBD Garden Tower, Taman Desa, Kuala Lumpur",2599,1280,2.0,2.0,Condominium,Fully Furnished,"Jalan Desa Utama, 58100 Taman Desa, Kuala Lumpur",Taman Desa,Kuala Lumpur,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna",False
"The Sky Executive Suites @ Bukit Indah, Johor Bahru, Johor",2300,766,2.0,2.0,Service Residence,Fully Furnished,"Jalan Indah 15, Bukit Indah, 79100 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",False
"Tangerine Suites, Sepang, Selangor",1400,608,2.0,1.0,Service Residence,Fully Furnished,"Persiaran Sunsuria, Sunsuria City, 43900 Sepang, Selangor",Sepang,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Wellesley Residences, Butterworth, Penang",1100,650,1.0,1.0,Condominium,Partially Furnished,"Jalan Harbour View, Bagan Dalam, 12100 Butterworth, Penang",Butterworth,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Seremban 2, Negeri Sembilan",2100,2560,4.0,3.0,Semi-Detached House,Fully Furnished,"Seremban 2, Negeri Sembilan",Seremban 2,Negeri Sembilan,"Security, Playground, Club house",False
"Quinn Residence, Wangsa Maju, Kuala Lumpur",3000,1000,4.0,2.0,Apartment,Partially Furnished,"Jalan Mohd Yatim Perdana, Taman Sri Rampai, 53300 Wangsa Maju, Kuala Lumpur",Wangsa Maju,Kuala Lumpur,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall",False
"Sunway Belfield, KL City, Kuala Lumpur",4500,1120,3.0,2.0,Service Residence,Fully Furnished,"Jalan Belfield, Kampung Attap, 50460 KL City, Kuala Lumpur",KL City,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Bukit Bantayan Residence, Kota Kinabalu, Sabah",2200,1007,3.0,2.0,Service Residence,Fully Furnished,"Jalan Bantayan Minintod, Bukit Bantayan, 88450 Kota Kinabalu, Sabah",Kota Kinabalu,Sabah,"Parking, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall",False
"Vista Harmoni @ Sentul, Sentul, Kuala Lumpur",2500,1200,3.0,3.0,Apartment,Fully Furnished,"Jalan Pelangi 2, Taman Pelangi, 51100 Sentul, Kuala Lumpur",Sentul,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Pangsapuri Seri Tanjung (Bukit Sentosa), Rawang, Selangor",1400,800,3.0,2.0,Apartment,Fully Furnished,"Off Jalan Tanjung, BS2, Bukit Sentosa, 48300 Rawang, Selangor",Rawang,Selangor,"Parking, Security, Playground",False
"Apartment Melur (Bukit Beruntung), Bukit Beruntung, Selangor",1200,800,3.0,2.0,Apartment,Fully Furnished,"Jalan Inai 7, Bandar Bukit Beruntung, 48300 Bukit Beruntung, Selangor",Bukit Beruntung,Selangor,Parking,False
"Mon Glori, Masai, Johor",1200,999,3.0,2.0,Apartment,Partially Furnished,"Jalan Permas 7, Taman Permas Jaya, 81750 Masai, Johor",Masai,Johor,"Parking, Security, Barbeque area",False
"Quinn Residence, Wangsa Maju, Kuala Lumpur",3900,1000,4.0,2.0,Apartment,Fully Furnished,"Jalan Mohd Yatim Perdana, Taman Sri Rampai, 53300 Wangsa Maju, Kuala Lumpur",Wangsa Maju,Kuala Lumpur,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area",False
"TR Residence, Titiwangsa, Kuala Lumpur",2500,850,3.0,3.0,Service Residence,Fully Furnished,"Jalan Pekeliling Lama, Titiwangsa Sentral, 50400 Titiwangsa, Kuala Lumpur",Titiwangsa,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Klang, Selangor",1150,950,3.0,2.0,1-storey Terraced House,Not Furnished,"Klang, Selangor",Klang,Selangor,None,False
"Woodsbury Suites, Butterworth, Penang",1200,550,1.0,1.0,Service Residence,Fully Furnished,"Jalan Chain Ferry, Kampung Perlis, 12100 Butterworth, Penang",Butterworth,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Club house",False
"Sierra Heights (Residensi Siera Perdana), Masai, Johor",1700,1000,3.0,2.0,Apartment,Fully Furnished,"Jalan Sierra Perdana, Taman Sierra Perdana, 81750 Masai, Johor",Masai,Johor,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area",False
"Arte Cheras, Cheras, Kuala Lumpur",2500,848,2.0,2.0,Service Residence,Fully Furnished,"Jalan Cheras, Taman Midah, 56000 Cheras, Kuala Lumpur",Cheras,Kuala Lumpur,"Parking, Security, Lift, Gymnasium, Barbeque area, Multipurpose hall, Club house",False
"Ulu Tiram, Johor",2100,1400,4.0,3.0,2-storey Terraced House,Partially Furnished,"Ulu Tiram, Johor",Ulu Tiram,Johor,None,False
"Kenanga Apartment, Puchong, Selangor",1400,850,3.0,2.0,Apartment,Partially Furnished,"Kenanga Apartment, Puchong, Selangor",Puchong,Selangor,None,False
"Residensi Larkin Indah (PR1MA LARKIN INDAH)), Johor Bahru, Johor",2000,1313,3.0,2.0,Apartment,Fully Furnished,"Off Jalan Datin Halimah, Kampung Muafakat, 81200 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Empire Damansara, Damansara Perdana, Selangor",1500,750,1.0,2.0,Service Residence,Fully Furnished,"Jalan PJU 8/8, 47820 Damansara Perdana, Selangor",Damansara Perdana,Selangor,"Parking, Security, Lift, Swimming Pool, Gymnasium, Club house",False
"Sepang, Selangor",4800,3030,6.0,5.0,Semi-Detached House,Partially Furnished,"Sepang, Selangor",Sepang,Selangor,"Parking, Security, Playground, Barbeque area, Minimart, Jogging Track",False
"Sungai Ara, Penang",3000,4500,5.0,5.0,Semi-Detached House,Not Furnished,"Sungai Ara, Penang",Sungai Ara,Penang,None,False
"Skudai, Johor",1500,999,3.0,2.0,2-storey Terraced House,Partially Furnished,"Skudai, Johor",Skudai,Johor,None,False
"B11 Parkland Residence, Cheras, Selangor",2450,875,3.0,2.0,Service Residence,Fully Furnished,"Jalan Seksyen 2/2, Batu 11 Cheras, 43200 Cheras, Selangor",Cheras,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Pangsapuri Palma Kipas, Ulu Tiram, Johor",1000,999,3.0,2.0,Apartment,Partially Furnished,"Persiaran Dato Chellam, Taman Dato Chellam, 81800 Ulu Tiram, Johor",Ulu Tiram,Johor,"Parking, Security",False
"The Senai Garden, Senai, Johor",1800,866,2.0,2.0,Service Residence,Fully Furnished,"Jalan Impian Senai Utama, Taman Impian Senai, 81400 Senai, Johor",Senai,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"R&F Princess Cove, Johor Bahru, Johor",2400,550,1.0,1.0,Service Residence,Fully Furnished,"Jalan Tanjung Puteri 1, Tanjung Puteri, 80300 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Club house, Jogging Track",False
"Simfoni @ Eco Majestic, Semenyih, Selangor",850,800,3.0,2.0,Apartment,Partially Furnished,"Jalan Eco Majestic 3A/5, 43500 Semenyih, Selangor",Semenyih,Selangor,"Parking, Security, Lift, Playground, Barbeque area, Minimart",False
"Country Heights, Selangor",1600,1450,3.0,2.0,Townhouse,Partially Furnished,"Country Heights, Selangor",Country Heights,Selangor,None,False
"Rantau, Negeri Sembilan",1000,1420,3.0,2.0,Semi-Detached House,Not Furnished,"Rantau, Negeri Sembilan",Rantau,Negeri Sembilan,"Parking, Playground, Minimart, Jogging Track",False
"Cyber Heights Villa, Cyberjaya, Selangor",2000,1690,3.0,2.0,Apartment,Fully Furnished,"Jalan Cyber Suria, 63000 Cyberjaya, Selangor",Cyberjaya,Selangor,"Parking, Security",False
"Flora Damansara, Damansara Perdana, Selangor",1300,650,3.0,1.0,Apartment,Fully Furnished,"Jalan PJU 8/9, Bandar Damansara Perdana, 47820 Damansara Perdana, Selangor",Damansara Perdana,Selangor,"Parking, Security, Lift, Playground, Minimart",False
"Prima Setapak Condominium, Setapak, Kuala Lumpur",1500,1231,3.0,2.0,Condominium,Partially Furnished,"Jalan Prima Setapak, Taman Setapak, 53000 Setapak, Kuala Lumpur",Setapak,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Squash Court",False
"Kuantan, Pahang",950,1200,3.0,2.0,2-storey Terraced House,Partially Furnished,"Kuantan, Pahang",Kuantan,Pahang,None,False
"Johor Bahru, Johor",2700,1920,3.0,3.0,2-storey Terraced House,Partially Furnished,"Johor Bahru, Johor",Johor Bahru,Johor,None,False
"Ambang Botanic, Selangor",5500,2600,5.0,4.0,Semi-Detached House,Partially Furnished,"Ambang Botanic, Selangor",Ambang Botanic,Selangor,None,False
"Residensi Zamrud, Kajang, Selangor",1600,1010,3.0,2.0,Condominium,Fully Furnished,"Jalan Zamrud Utama, Kajang 2, 43500 Kajang, Selangor",Kajang,Selangor,"Parking, Security, Lift, Swimming Pool, Gymnasium",False
"Setia Alam, Selangor",1900,1400,4.0,4.0,2-storey Terraced House,Fully Furnished,"Setia Alam, Selangor",Setia Alam,Selangor,"Parking, Playground, Minimart, Jogging Track",False
"Flat Daisi, Masai, Johor",900,753,3.0,2.0,Flat,Not Furnished,"Jalan Bunga Daisi 1, Taman Plentong Utama, 81750 Masai, Johor",Masai,Johor,"Parking, Playground",False
"Sungai Dua, Penang",2000,2600,3.0,2.0,1-storey Terraced House,Partially Furnished,"Sungai Dua, Penang",Sungai Dua,Penang,None,False
"Canopy Hills, Kajang, Selangor",999,600,2.0,1.0,Condominium,Fully Furnished,"Jalan Zamrud Utama, Kajang 2, 43000 Kajang, Selangor",Kajang,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"KSL Residence 2 @ Kangkar Tebrau, Johor Bahru, Johor",2100,1100,3.0,2.0,Service Residence,Fully Furnished,"Jalan Kangkar Tebrau, Off Jalan Pandan, 81100 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Swimming Pool, Playground, Barbeque area, Multipurpose hall",False
"Bangsar Hill Park, Bangsar, Kuala Lumpur",4500,978,3.0,2.0,Condominium,Fully Furnished,"Lorong Maarof, 59000 Bangsar, Kuala Lumpur",Bangsar,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Jogging Track, Tennis Court, Squash Court",False
"Anggun Lumayan, Cheras, Kuala Lumpur",2500,1100,3.0,2.0,Condominium,Partially Furnished,"Jalan Permaisuri 1, 56000 Cheras, Kuala Lumpur",Cheras,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall",False
"Ramah Pavilion, Bayan Lepas, Penang",1700,800,3.0,2.0,Condominium,Partially Furnished,"Jalan Bukit Gemuruh, Kampung Tengah, 11920 Bayan Lepas, Penang",Bayan Lepas,Penang,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area",False
"Puchong, Selangor",1999,1800,4.0,3.0,2-storey Terraced House,Partially Furnished,"Puchong, Selangor",Puchong,Selangor,"Parking, Security, Playground, Minimart, Jogging Track",False
"QuayWest Residence, Gelugor, Penang",5800,1866,4.0,3.0,Condominium,Fully Furnished,"Persiaran Bayan Indah Off Bayan Mutiara, 11900 Gelugor, Penang",Gelugor,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"KSL Residences @ Daya, Johor Bahru, Johor",2000,1100,3.0,3.0,Service Residence,Fully Furnished,"Jalan Delima 3/1, Off Jalan Daya, Taman Delima, 81100 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Swimming Pool, Playground, Sauna, Barbeque area",False
"Kulai, Johor",2400,1560,5.0,4.0,2-storey Terraced House,Fully Furnished,"Kulai, Johor",Kulai,Johor,None,False
"Greenfield Regency, Johor Bahru, Johor",1500,476,1.0,1.0,Apartment,Fully Furnished,"Jalan Skudai Lama, Taman Tampoi Indah, 81200 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Kota Kinabalu, Sabah",1500,250,1.0,1.0,1-storey Terraced House,Not Furnished,"Kota Kinabalu, Sabah",Kota Kinabalu,Sabah,Parking,False
"Jay Series, Jelutong, Penang",1100,750,3.0,2.0,Condominium,Partially Furnished,"Jalan Gangsa, 11600 Jelutong, Penang",Jelutong,Penang,"Parking, Security, Swimming Pool, Playground, Gymnasium, Minimart",False
"Arc @ Austin Hills, Johor Bahru, Johor",1500,650,2.0,2.0,Service Residence,Fully Furnished,"Jalan Sagu 36, Taman Daya, 81100 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track",False
"University Green Apartment, Bukit Beruang, Melaka",1300,1343,4.0,3.0,Apartment,Partially Furnished,"Jalan Bbp 2, Taman Bukit Beruang Permai, 75450 Bukit Beruang, Melaka",Bukit Beruang,Melaka,"Parking, Security, Swimming Pool",False
"City Of Dreams, Tanjong Tokong, Penang",3600,1080,3.0,2.0,Service Residence,Fully Furnished,"Jalan Peter Paul Dason, Seri Tanjung Pinang, 10470 Tanjong Tokong, Penang",Tanjong Tokong,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Johor Bahru, Johor",3300,1170,4.0,3.0,2-storey Terraced House,Fully Furnished,"Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security",False
"Pandan Villa Condominium, Ampang, Selangor",1600,1600,3.0,3.0,Condominium,Not Furnished,"Jalan Pandan Indah 1/16, Pandan Indah, 55100 Ampang, Selangor",Ampang,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Bayu Residensi @ Sri Gombak, Batu Caves, Selangor",1500,753,3.0,2.0,Service Residence,Partially Furnished,"Lebuh Utama Sri Gombak, 68100 Batu Caves, Selangor",Batu Caves,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall",False
"Puchong, Selangor",2400,1300,5.0,4.0,Terraced House,Partially Furnished,"Puchong, Selangor",Puchong,Selangor,"Parking, Playground",False
"Bay Suites, Kota Kinabalu, Sabah",2999,684,2.0,2.0,Service Residence,Fully Furnished,"Jalan Bayu 21, Off Jalan Istiadat, 88400 Kota Kinabalu, Sabah",Kota Kinabalu,Sabah,"Parking, Security, Lift, Swimming Pool",False
"Horizon Residence Luxury Apartment, Iskandar Puteri, Johor",2000,1045,3.0,2.0,Apartment,Fully Furnished,"Lingkungan Indah Utama, Taman Bukit Indah 2, 81200 Iskandar Puteri, Johor",Iskandar Puteri,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
